number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at
INC0000069,Closed,False,0,0,14,False,Caller75,Operator29,2024-10-30 02:14:00,Operator2,2024-10-30 02:18:00,Analyst1,2024-11-13 18:07:03,Self Service,İzmir Office,Software,Operating System,Performance Degradation,2 - Medium,3 - Low,4 - Low,Security Operations,Analyst30,False,True,Send Email,,,Vendor3,,Not Solved (Too Costly),Resolver17,2024-11-12 04:17:44,2024-11-13 18:07:03
INC0000070,Closed,False,1,0,12,False,Caller25,Operator6,2023-07-10 08:47:00,Operator5,2023-07-10 08:49:00,Analyst31,2023-07-20 15:18:56,Self Service,İstanbul Regional,Network,Wireless,System Slow,3 - Low,2 - Medium,4 - Low,Security Operations,Analyst25,True,False,Send Email,,,,,Solved (Permanently),Resolver17,2023-07-18 23:37:12,2023-07-20 15:18:56
INC0000071,Awaiting User Info,True,2,0,7,False,Caller57,Operator8,2024-10-31 19:44:00,Operator5,2024-10-31 19:45:00,Analyst31,2024-11-02 14:57:35,Email,Data Center Beta,Software,Application,Login Issue,2 - Medium,2 - Medium,3 - Moderate,Infrastructure,Analyst27,False,True,Send Email,,,,,,,,
INC0000072,Resolved,False,0,0,9,False,Caller114,Operator4,2024-06-22 22:33:00,Operator22,2024-06-22 22:38:00,Analyst14,2024-07-05 17:11:33,Direct Opening,Data Center Beta,Network,Connectivity,Service Unavailable,3 - Low,2 - Medium,4 - Low,DevOps Team,Analyst29,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver2,2024-07-04 13:42:10,2024-07-05 17:11:33
INC0000073,Resolved,False,0,2,3,False,Caller74,Operator14,2024-02-10 16:52:00,Operator6,2024-02-10 16:52:00,Analyst50,2024-02-15 09:15:47,Email,Data Center Alpha,Hardware,Peripheral,Performance Degradation,1 - High,2 - Medium,2 - High,Cloud Services,Analyst29,False,False,Do Not Notify,,,Vendor14,,Not Solved (Not Reproducible),Resolver8,2024-02-13 12:24:11,2024-02-15 09:15:47
INC0000074,Closed,False,3,0,9,False,Caller40,Operator9,2023-07-03 01:25:00,Operator7,2023-07-03 01:29:00,Analyst47,2023-07-17 19:48:30,Phone,Bandırma HQ,Hardware,Desktop,Intermittent Failure,3 - Low,3 - Low,4 - Low,Data Center Operations,Analyst50,True,True,Do Not Notify,PRB0000018,,,,Solved (Permanently),Resolver16,2023-07-16 18:16:32,2023-07-17 19:48:30
INC0000075,Active,True,3,0,9,True,Caller198,Operator22,2023-02-15 20:28:00,Operator27,2023-02-15 20:29:00,Analyst21,2023-02-17 02:03:58,Email,Ankara Office,Inquiry / Help,Account Access,Error Message,3 - Low,3 - Low,4 - Low,DevOps Team,Analyst15,False,False,Do Not Notify,,,,,,,,
INC0000076,Closed,False,1,0,4,False,Caller194,Operator18,2023-06-30 04:43:00,Operator16,2023-06-30 04:46:00,Analyst16,2023-07-04 04:15:16,Email,Ankara Office,Inquiry / Help,Information,Error Message,1 - High,2 - Medium,2 - High,End User Support,Analyst4,False,False,Do Not Notify,PRB0000125,,,,Solved (Permanently),Resolver29,2023-07-02 18:49:54,2023-07-04 04:15:16
INC0000077,Resolved,False,1,0,5,False,Caller123,Operator7,2024-01-15 10:34:00,Operator28,2024-01-15 10:39:00,Analyst22,2024-01-25 13:21:36,Self Service,Bandırma HQ,Hardware,Laptop,Cannot Access,2 - Medium,3 - Low,4 - Low,Application Support,Analyst48,True,False,Send SMS,,,,,Solved (Work Around),Resolver36,2024-01-23 22:44:12,2024-01-25 13:21:36
INC0000078,Closed,False,0,0,6,False,Caller106,Operator2,2023-11-26 17:24:00,Operator19,2023-11-26 17:27:00,Analyst15,2023-12-04 10:30:17,Email,Bandırma HQ,Inquiry / Help,How To,Data Loss,2 - Medium,2 - Medium,3 - Moderate,DevOps Team,Analyst38,False,False,Do Not Notify,,,,,Not Solved (Too Costly),Resolver36,2023-12-02 21:56:48,2023-12-04 10:30:17
INC0000079,Closed,False,3,3,7,True,Caller135,Operator2,2024-11-02 05:21:00,Operator27,2024-11-02 05:23:00,Analyst5,2024-11-07 15:06:24,Phone,Bandırma HQ,Database,Replication,Intermittent Failure,2 - Medium,3 - Low,4 - Low,Database Admin,Analyst41,True,True,Send Email,PRB0000259,,Vendor11,,Closed/Resolved by Caller,Resolver31,2024-11-07 06:16:20,2024-11-07 15:06:24
INC0000080,Closed,False,3,0,16,False,Caller46,Operator4,2024-11-06 23:01:00,Operator30,2024-11-06 23:01:00,Analyst7,2024-11-09 21:26:52,Direct Opening,Elazığ Plant,Inquiry / Help,Training,Cannot Access,2 - Medium,1 - High,2 - High,Application Support,Analyst40,False,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver16,2024-11-09 20:37:29,2024-11-09 21:26:52
INC0000081,Resolved,False,0,1,12,False,Caller85,Operator19,2024-12-14 15:19:00,Operator28,2024-12-14 15:24:00,Analyst7,2024-12-18 06:33:35,Direct Opening,Bandırma HQ,Software,Application,Cannot Access,1 - High,2 - Medium,2 - High,Application Support,Analyst45,False,False,Do Not Notify,PRB0000474,,,,Solved (Permanently),Resolver12,2024-12-16 20:49:23,2024-12-18 06:33:35
INC0000082,Closed,False,1,0,13,False,Caller36,Operator26,2023-11-19 08:13:00,Operator23,2023-11-19 08:17:00,Analyst47,2023-11-28 15:56:54,Phone,Remote - VPN,Hardware,Monitor,System Slow,3 - Low,2 - Medium,4 - Low,Network Operations,Analyst28,True,True,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver2,2023-11-27 07:27:02,2023-11-28 15:56:54
INC0000083,Closed,False,1,1,14,True,Caller19,Operator3,2024-10-11 16:50:00,Operator9,2024-10-11 16:53:00,Analyst10,2024-10-18 00:19:12,IVR,Elazığ Plant,Database,Access,Intermittent Failure,2 - Medium,3 - Low,4 - Low,Infrastructure,Analyst24,True,True,Do Not Notify,,,,,Solved (Work Around),Resolver6,2024-10-17 20:12:24,2024-10-18 00:19:12
INC0000084,Closed,False,0,0,13,False,Caller22,Operator24,2023-07-11 21:28:00,Operator29,2023-07-11 21:32:00,Analyst36,2023-07-15 01:32:49,Email,Elazığ Plant,Inquiry / Help,Training,Intermittent Failure,2 - Medium,1 - High,2 - High,Database Admin,Analyst9,False,False,Do Not Notify,PRB0000086,,,,Not Solved (Too Costly),Resolver5,2023-07-13 08:05:18,2023-07-15 01:32:49
INC0000085,Closed,False,1,1,8,True,Caller113,Operator11,2024-01-05 16:15:00,Operator14,2024-01-05 16:20:00,Analyst42,2024-01-07 08:41:15,Direct Opening,Elazığ Plant,Database,Query,Data Loss,2 - Medium,2 - Medium,3 - Moderate,Infrastructure,Analyst39,True,False,Do Not Notify,,,,,Not Solved (Too Costly),Resolver37,2024-01-06 16:44:28,2024-01-07 08:41:15
INC0000086,Resolved,False,1,0,9,False,Caller75,Operator27,2023-09-06 18:24:00,Operator23,2023-09-06 18:26:00,Analyst5,2023-09-12 20:27:14,IVR,Data Center Beta,Database,Backup,Error Message,1 - High,3 - Low,3 - Moderate,Security Operations,Analyst16,False,True,Send Email,,RFC0000154,,,Not Solved (Too Costly),Resolver35,2023-09-10 22:42:34,2023-09-12 20:27:14
INC0000087,Resolved,False,2,0,13,False,Caller157,Operator2,2024-06-03 06:26:00,Operator19,2024-06-03 06:30:00,Analyst42,2024-06-13 04:29:28,IVR,Remote - VPN,Software,Email,Intermittent Failure,3 - Low,3 - Low,4 - Low,Network Operations,Analyst1,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver29,2024-06-11 15:34:53,2024-06-13 04:29:28
INC0000088,Resolved,False,4,0,9,True,Caller88,Operator15,2024-01-19 20:29:00,Operator26,2024-01-19 20:34:00,Analyst14,2024-01-26 22:20:04,Direct Opening,Data Center Beta,Inquiry / Help,Training,Performance Degradation,2 - Medium,3 - Low,4 - Low,End User Support,Analyst7,False,False,Do Not Notify,,,Vendor14,,Not Solved (Not Reproducible),Resolver7,2024-01-26 16:45:48,2024-01-26 22:20:04
INC0000089,Active,True,2,0,5,False,Caller111,Operator13,2024-11-24 13:59:00,Operator1,2024-11-24 14:04:00,Analyst48,2024-11-27 03:08:48,Direct Opening,İstanbul Regional,Hardware,Peripheral,Configuration Error,2 - Medium,2 - Medium,3 - Moderate,Data Center Operations,Analyst28,False,True,Send Email,,,,,,,,
INC0000090,Closed,False,1,0,7,True,Caller91,Operator28,2023-03-07 02:06:00,Operator15,2023-03-07 02:10:00,Analyst40,2023-03-10 04:18:18,Email,Ankara Office,Hardware,Printer,Login Issue,2 - Medium,2 - Medium,3 - Moderate,Data Center Operations,Analyst6,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver25,2023-03-08 23:39:02,2023-03-10 04:18:18
INC0000091,Resolved,False,1,0,7,False,Caller116,Operator20,2024-03-05 03:08:00,Operator2,2024-03-05 03:12:00,Analyst23,2024-03-15 23:59:19,Phone,Data Center Beta,Database,Replication,Error Message,2 - Medium,3 - Low,4 - Low,Application Support,Analyst25,False,False,Send Email,,,,,Solved (Permanently),Resolver37,2024-03-14 21:21:11,2024-03-15 23:59:19
INC0000092,Closed,False,0,0,13,False,Caller140,Operator27,2023-02-01 15:18:00,Operator12,2023-02-01 15:18:00,Analyst35,2023-02-05 23:36:07,Phone,Data Center Beta,Network,VPN,Security Alert,2 - Medium,2 - Medium,3 - Moderate,Application Support,Analyst28,True,True,Do Not Notify,,,,,Solved (Permanently),Resolver29,2023-02-04 21:12:55,2023-02-05 23:36:07
INC0000093,Resolved,False,3,0,12,True,Caller72,Operator20,2023-05-01 15:13:00,Operator18,2023-05-01 15:18:00,Analyst11,2023-05-09 08:25:03,Self Service,Ankara Office,Inquiry / Help,How To,Data Loss,3 - Low,3 - Low,4 - Low,Data Center Operations,Analyst18,True,True,Send SMS,,,,,Solved (Work Around),Resolver9,2023-05-07 17:22:05,2023-05-09 08:25:03
INC0000094,Closed,False,2,1,10,True,Caller132,Operator24,2023-09-13 12:45:00,Operator9,2023-09-13 12:47:00,Analyst45,2023-09-17 13:35:19,Self Service,Data Center Beta,Hardware,Monitor,Configuration Error,2 - Medium,3 - Low,4 - Low,Infrastructure,Analyst38,True,True,Send Email,,,,,Solved (Permanently),Resolver35,2023-09-17 09:57:50,2023-09-17 13:35:19
INC0000095,Closed,False,3,1,5,False,Caller26,Operator21,2024-02-12 14:27:00,Operator26,2024-02-12 14:28:00,Analyst30,2024-02-18 01:08:31,Phone,İzmir Office,Database,Backup,Error Message,2 - Medium,2 - Medium,3 - Moderate,End User Support,Analyst30,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver18,2024-02-16 11:18:12,2024-02-18 01:08:31
INC0000096,Resolved,False,0,0,4,True,Caller123,Operator3,2023-04-07 04:23:00,Operator5,2023-04-07 04:25:00,Analyst38,2023-04-08 22:10:47,Email,Data Center Beta,Software,Email,System Slow,3 - Low,3 - Low,4 - Low,Service Desk,Analyst45,False,True,Send SMS,,,Vendor7,,Solved (Permanently),Resolver7,2023-04-08 01:34:36,2023-04-08 22:10:47
INC0000097,Active,True,0,0,10,True,Caller113,Operator12,2023-04-16 18:23:00,Operator24,2023-04-16 18:25:00,Analyst14,2023-04-18 02:04:02,Email,Data Center Alpha,Hardware,Monitor,Login Issue,3 - Low,3 - Low,4 - Low,End User Support,Analyst14,True,True,Do Not Notify,PRB0000374,,,,,,,
INC0000098,Resolved,False,2,0,11,False,Caller156,Operator17,2023-11-19 12:15:00,Operator7,2023-11-19 12:17:00,Analyst48,2023-11-29 18:40:11,IVR,Ankara Office,Software,Operating System,System Slow,2 - Medium,3 - Low,4 - Low,Application Support,Analyst32,False,True,Do Not Notify,,RFC0000004,,,Not Solved (Not Reproducible),Resolver9,2023-11-28 01:58:15,2023-11-29 18:40:11
INC0000099,Resolved,False,0,2,15,False,Caller102,Operator17,2024-02-02 02:26:00,Operator10,2024-02-02 02:28:00,Analyst41,2024-02-12 22:51:26,Direct Opening,Data Center Alpha,Inquiry / Help,Account Access,Intermittent Failure,3 - Low,3 - Low,4 - Low,Cloud Services,Analyst6,True,False,Do Not Notify,PRB0000472,,,,Closed/Resolved by Caller,Resolver21,2024-02-12 22:11:42,2024-02-12 22:51:26
INC0000100,Resolved,False,0,0,1,False,Caller80,Operator22,2024-02-06 02:40:00,Operator24,2024-02-06 02:45:00,Analyst43,2024-02-19 20:04:34,Email,İzmir Office,Software,Email,System Slow,3 - Low,3 - Low,4 - Low,Database Admin,Analyst45,True,True,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver11,2024-02-17 23:41:38,2024-02-19 20:04:34
INC0000101,Resolved,False,1,0,15,False,Caller146,Operator6,2024-01-16 12:47:00,Operator12,2024-01-16 12:49:00,Analyst11,2024-01-21 05:33:29,Self Service,İzmir Office,Software,Application,Login Issue,2 - Medium,2 - Medium,3 - Moderate,Network Operations,Analyst15,True,True,Send Email,PRB0000024,,,,Solved (Work Around),Resolver12,2024-01-20 05:44:35,2024-01-21 05:33:29
INC0000102,Resolved,False,0,0,1,False,Caller46,Operator8,2023-02-07 01:51:00,Operator26,2023-02-07 01:56:00,Analyst34,2023-02-13 06:51:05,Phone,Data Center Alpha,Database,Access,Service Unavailable,2 - Medium,2 - Medium,3 - Moderate,End User Support,Analyst19,False,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver40,2023-02-12 03:25:04,2023-02-13 06:51:05
INC0000103,Closed,False,1,0,13,False,Caller3,Operator11,2023-09-06 22:23:00,Operator1,2023-09-06 22:27:00,Analyst49,2023-09-18 03:47:39,IVR,Ankara Office,Database,Access,Service Unavailable,3 - Low,2 - Medium,4 - Low,Application Support,Analyst34,True,False,Do Not Notify,PRB0000073,,Vendor15,,Solved (Work Around),Resolver34,2023-09-18 02:38:47,2023-09-18 03:47:39
INC0000104,Resolved,False,4,0,9,False,Caller81,Operator30,2024-02-28 06:57:00,Operator26,2024-02-28 06:59:00,Analyst26,2024-03-04 15:36:25,Self Service,Remote - VPN,Database,Performance,Configuration Error,2 - Medium,2 - Medium,3 - Moderate,Security Operations,Analyst15,True,True,Do Not Notify,,,Vendor8,,Not Solved (Too Costly),Resolver21,2024-03-03 18:43:40,2024-03-04 15:36:25
INC0000105,Closed,False,2,0,16,True,Caller84,Operator5,2024-02-21 11:34:00,Operator3,2024-02-21 11:36:00,Analyst46,2024-02-24 01:08:19,Email,Remote - VPN,Hardware,Monitor,Intermittent Failure,2 - Medium,2 - Medium,3 - Moderate,DevOps Team,Analyst4,False,False,Send Email,PRB0000488,,,,Closed/Resolved by Caller,Resolver16,2024-02-22 09:28:20,2024-02-24 01:08:19
INC0000106,Closed,False,1,0,11,True,Caller151,Operator9,2023-04-07 22:06:00,Operator30,2023-04-07 22:07:00,Analyst5,2023-04-10 06:52:02,Phone,İzmir Office,Software,Application,Cannot Access,1 - High,3 - Low,3 - Moderate,End User Support,Analyst9,True,False,Do Not Notify,,RFC0000147,,,Not Solved (Too Costly),Resolver32,2023-04-09 12:59:59,2023-04-10 06:52:02
INC0000107,Resolved,False,1,0,9,True,Caller106,Operator29,2023-01-31 20:43:00,Operator18,2023-01-31 20:46:00,Analyst31,2023-02-04 02:38:58,Phone,İzmir Office,Hardware,Printer,Data Loss,2 - Medium,2 - Medium,3 - Moderate,Cloud Services,Analyst9,False,True,Send Email,,,,,Closed/Resolved by Caller,Resolver2,2023-02-02 21:10:21,2023-02-04 02:38:58
INC0000108,Resolved,False,0,1,14,True,Caller72,Operator2,2024-01-28 06:22:00,Operator26,2024-01-28 06:25:00,Analyst31,2024-02-02 12:26:43,Direct Opening,Remote - VPN,Inquiry / Help,Information,Login Issue,2 - Medium,3 - Low,4 - Low,Application Support,Analyst11,True,True,Send Email,,,,,Solved (Permanently),Resolver15,2024-02-01 21:08:21,2024-02-02 12:26:43
INC0000109,Resolved,False,0,0,3,False,Caller145,Operator7,2024-08-12 20:22:00,Operator27,2024-08-12 20:23:00,Analyst32,2024-08-24 01:44:39,Direct Opening,Ankara Office,Hardware,Desktop,Error Message,2 - Medium,3 - Low,4 - Low,End User Support,Analyst3,True,True,Do Not Notify,,,Vendor15,,Closed/Resolved by Caller,Resolver13,2024-08-22 15:58:43,2024-08-24 01:44:39
INC0000110,Closed,False,0,2,9,False,Caller151,Operator4,2023-05-14 18:45:00,Operator11,2023-05-14 18:46:00,Analyst20,2023-05-23 03:06:57,Self Service,Elazığ Plant,Network,Connectivity,Error Message,1 - High,3 - Low,3 - Moderate,Cloud Services,Analyst41,False,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver15,2023-05-21 05:00:33,2023-05-23 03:06:57
INC0000111,Closed,False,2,0,5,True,Caller155,Operator11,2024-11-13 02:52:00,Operator30,2024-11-13 02:53:00,Analyst40,2024-11-17 10:42:07,Email,İzmir Office,Database,Backup,Configuration Error,3 - Low,2 - Medium,4 - Low,Database Admin,Analyst22,True,True,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver29,2024-11-15 17:51:56,2024-11-17 10:42:07
INC0000112,Closed,False,3,0,10,True,Caller90,Operator18,2023-01-12 16:13:00,Operator13,2023-01-12 16:14:00,Analyst7,2023-01-14 16:56:46,IVR,İstanbul Regional,Software,Email,Error Message,2 - Medium,2 - Medium,3 - Moderate,End User Support,Analyst5,True,False,Do Not Notify,,,,,Not Solved (Too Costly),Resolver11,2023-01-12 18:25:45,2023-01-14 16:56:46
INC0000113,Resolved,False,1,0,7,False,Caller53,Operator7,2023-03-19 01:57:00,Operator14,2023-03-19 01:57:00,Analyst45,2023-03-30 04:59:48,Direct Opening,Ankara Office,Network,Wireless,Data Loss,3 - Low,3 - Low,4 - Low,Security Operations,Analyst16,True,True,Do Not Notify,,,Vendor1,,Not Solved (Too Costly),Resolver6,2023-03-28 23:50:43,2023-03-30 04:59:48
INC0000114,Awaiting Vendor,True,3,0,10,False,Caller170,Operator9,2023-10-30 05:40:00,Operator3,2023-10-30 05:44:00,Analyst42,2023-10-31 11:13:08,Direct Opening,Data Center Alpha,Database,Access,Error Message,1 - High,2 - Medium,2 - High,Infrastructure,Analyst25,False,True,Do Not Notify,,,,,,,,
INC0000115,Resolved,False,3,1,11,True,Caller138,Operator22,2023-10-04 02:03:00,Operator28,2023-10-04 02:04:00,Analyst31,2023-10-11 02:03:59,Direct Opening,İstanbul Regional,Software,Application,Configuration Error,3 - Low,3 - Low,4 - Low,Security Operations,Analyst6,False,True,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver10,2023-10-09 23:29:36,2023-10-11 02:03:59
INC0000116,Resolved,False,0,2,17,False,Caller18,Operator3,2023-05-04 22:11:00,Operator13,2023-05-04 22:12:00,Analyst36,2023-05-10 13:06:25,IVR,Remote - VPN,Hardware,Desktop,Data Loss,1 - High,2 - Medium,2 - High,DevOps Team,Analyst30,True,False,Do Not Notify,PRB0000291,,,,Solved (Permanently),Resolver7,2023-05-08 21:04:11,2023-05-10 13:06:25
INC0000117,Closed,False,0,0,10,False,Caller175,Operator23,2024-07-30 11:50:00,Operator13,2024-07-30 11:52:00,Analyst3,2024-08-08 19:01:16,IVR,Remote - VPN,Inquiry / Help,How To,Cannot Access,3 - Low,2 - Medium,4 - Low,Service Desk,Analyst48,False,False,Send Email,PRB0000419,,,,Not Solved (Too Costly),Resolver7,2024-08-08 17:13:22,2024-08-08 19:01:16
INC0000118,Resolved,False,1,0,10,False,Caller96,Operator27,2023-08-22 12:19:00,Operator2,2023-08-22 12:24:00,Analyst33,2023-08-28 21:19:24,Email,İzmir Office,Database,Backup,Data Loss,2 - Medium,2 - Medium,3 - Moderate,DevOps Team,Analyst26,True,True,Do Not Notify,,,Vendor1,,Not Solved (Too Costly),Resolver4,2023-08-27 01:28:43,2023-08-28 21:19:24
INC0000119,Closed,False,1,2,11,True,Caller151,Operator18,2024-01-06 06:12:00,Operator12,2024-01-06 06:14:00,Analyst23,2024-01-09 02:47:15,Email,Ankara Office,Network,DNS,Service Unavailable,2 - Medium,3 - Low,4 - Low,Security Operations,Analyst2,False,True,Do Not Notify,,,,,Solved (Work Around),Resolver14,2024-01-08 03:19:32,2024-01-09 02:47:15
INC0000120,Resolved,False,3,0,15,True,Caller165,Operator9,2023-10-04 04:26:00,Operator14,2023-10-04 04:30:00,Analyst25,2023-10-05 23:17:57,Self Service,Data Center Beta,Software,Application,Data Loss,2 - Medium,2 - Medium,3 - Moderate,Application Support,Analyst30,False,False,Do Not Notify,PRB0000340,,,,Closed/Resolved by Caller,Resolver39,2023-10-05 11:11:04,2023-10-05 23:17:57
INC0000121,Closed,False,4,0,8,False,Caller39,Operator17,2024-09-15 17:19:00,Operator25,2024-09-15 17:24:00,Analyst16,2024-09-21 13:08:56,Phone,Data Center Alpha,Software,Office Suite,Performance Degradation,1 - High,3 - Low,3 - Moderate,Database Admin,Analyst47,True,False,Send SMS,,,,,Solved (Permanently),Resolver38,2024-09-20 05:39:19,2024-09-21 13:08:56
INC0000122,Awaiting User Info,True,1,1,16,True,Caller143,Operator6,2024-12-27 02:52:00,Operator10,2024-12-27 02:53:00,Analyst7,2024-12-31 13:42:21,IVR,Elazığ Plant,Network,VPN,Data Loss,3 - Low,3 - Low,4 - Low,DevOps Team,Analyst49,True,False,Send Email,,,,,,,,
INC0000123,Resolved,False,0,0,11,True,Caller98,Operator17,2024-03-06 18:23:00,Operator10,2024-03-06 18:25:00,Analyst27,2024-03-08 03:57:36,Phone,Elazığ Plant,Inquiry / Help,How To,Error Message,2 - Medium,2 - Medium,3 - Moderate,Application Support,Analyst22,False,False,Do Not Notify,,,Vendor6,,Solved (Work Around),Resolver21,2024-03-07 05:17:37,2024-03-08 03:57:36
INC0000124,Resolved,False,1,0,8,False,Caller123,Operator13,2024-10-11 09:00:00,Operator1,2024-10-11 09:03:00,Analyst3,2024-10-22 09:01:12,Direct Opening,İstanbul Regional,Network,VPN,Performance Degradation,3 - Low,2 - Medium,4 - Low,Service Desk,Analyst21,True,True,Send Email,,,,,Not Solved (Not Reproducible),Resolver20,2024-10-22 02:48:30,2024-10-22 09:01:12
INC0000125,Closed,False,2,0,17,True,Caller126,Operator12,2023-05-13 11:24:00,Operator25,2023-05-13 11:28:00,Analyst13,2023-05-18 15:13:08,Email,Data Center Alpha,Inquiry / Help,How To,System Slow,2 - Medium,3 - Low,4 - Low,Application Support,Analyst15,True,True,Send Email,,,,,Solved (Permanently),Resolver25,2023-05-17 18:24:11,2023-05-18 15:13:08
INC0000126,Resolved,False,1,0,10,True,Caller65,Operator16,2024-10-17 16:49:00,Operator23,2024-10-17 16:53:00,Analyst10,2024-10-19 13:11:43,Email,Bandırma HQ,Inquiry / Help,Password Reset,Data Loss,2 - Medium,1 - High,2 - High,Cloud Services,Analyst43,True,False,Send Email,,,,,Closed/Resolved by Caller,Resolver40,2024-10-18 04:05:14,2024-10-19 13:11:43
